#separator:semicolon
#html:true
#tags column:3
<b>Physiologie digestive</b> — Quelles cellules de l'estomac sécrètent l'acide chlorhydrique (HCl) ?;Les <b>CELLULES PARIÉTALES</b> (cellules oxyntiques, bordées en brosse).<br><br>Rappel des cellules gastriques :<br>• <b>Pariétales</b> → <b>HCl</b> + <b>facteur intrinsèque</b><br>• <b>Principales</b> (peptiques) → <b>pepsinogène</b><br>• <b>G</b> (antro-pyloriques) → <b>gastrine</b><br>• <b>À mucus</b> → mucus + bicarbonates (protection)<br>• <b>D</b> → somatostatine;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Où est produite la bile ? Où est-elle stockée ?;Produite par le <b>FOIE</b> (hépatocytes).<br>Stocker et concentrée dans la <b>VÉSICULE BILIAIRE</b>.<br><br>⚠️ Piège classique : la vésicule ne <b>produit pas</b> la bile, elle la <b>stocke</b>.<br>Rôle de la bile : <b>émulsifier les lipides</b> (pas d'enzyme !) → ↑ la surface d'action de la lipase pancréatique.;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Quelle est l'enzyme principale de la digestion des lipides ?;La <b>LIPASE PANCRÉATIQUE</b>.<br><br>Elle agit sur les <b>triacylglycérols</b> → 2 acides gras + 1 monoglycéride.<br>Nécessite la <b>colipase</b> (ancrage à l'interface lipidique) et l'<b>émulsification</b> préalable par les sels biliaires.;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Où observe-t-on surtout la motilité segmentaire (segmentation) ? Quel est son rôle ?;Dans l'<b>INTESTIN GRÊLE</b>.<br><br>Rôle : <b>MÉLANGER</b> le chyme avec les sucs digestifs et le mettre en contact avec la muqueuse → <b>favorise l'absorption</b>.<br><br>⚠️ Ne pas confondre avec le <b>péristaltisme</b>, qui <b>PROPULSE</b> le contenu dans une seule direction.;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Quelle hormone stimule la sécrétion des bicarbonates pancréatiques ?;La <b>SÉCRÉTINE</b>.<br><br>Sécrétée par les <b>cellules S du duodénum</b> en réponse à l'<b>acidité</b> du chyme.<br>Effet : suc pancréatique <b>aqueux, riche en bicarbonates</b> → <b>neutralise</b> le chyme acide.<br><br>Rappel : la <b>CCK</b> (cholécystokinine) stimule les <b>enzymes</b> pancréatiques + la contraction de la vésicule biliaire.;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Quel est le rôle principal de l'onde péristaltique ?;<b>PROPULSER le contenu digestif</b> dans le sens oral → anal.<br><br>Mécanisme : contraction <b>en amont</b> (circulaire) + relâchement <b>en aval</b> (longitudinal).<br>Régulé par le <b>système nerveux entérique</b> (plexus myentérique d'Auerbach).<br><br>❌ Ce n'est pas pour mélanger (ça c'est la segmentation).;physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Pourquoi le pH très acide de l'estomac est-il essentiel ?;"Pour <b>ACTIVER LA PEPSINE</b>.<br><br>Le HCl transforme le <b>pepsinogène</b> (inactif, sécrété par les cellules principales) en <b>pepsine</b> (active) par <b>auto-catalyse</b> à pH &lt; 5.<br><br>Autres rôles du HCl :<br>• <b>Bactéricide</b> (barrière anti-infectieuse)<br>• Dénature les protéines<br>• Favorise l'absorption du <b>fer</b> et du <b>calcium</b><br>• Stimule la <b>sécrétine</b> duodénale";physio-2026 EXAM-2026
<b>Physiologie digestive</b> — Le facteur intrinsèque est essentiel pour l'absorption de quelle vitamine ?;La <b>VITAMINE B12</b> (cobalamine).<br><br>Le <b>facteur intrinsèque de Castle</b> est une glycoprotéine sécrétée par les <b>cellules pariétales</b> de l'estomac.<br>Le complexe <b>B12-FI</b> est absorbé dans l'<b>iléon terminal</b> (récepteur cubiline).<br><br>⚠️ <b>Gastrectomie</b> ou <b>biermer</b> (gastrite atrophiante auto-immune) → carence en B12 → <b>anémie mégaloblastique</b> + atteinte neurologique.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Le système nerveux parasympathique : volontaire ? neurotransmetteur ? effets ?;<b>INVOLONTAIRE</b> ✅ (système nerveux autonome)<br>Neurotransmetteur : <b>ACÉTYLCHOLINE</b> (aux récepteurs muscariniques)<br><br>Effets (« <b>rest and digest</b> ») :<br>• <b>↓ fréquence cardiaque</b><br>• <b>Constriction des bronches</b><br>• ↑ motilité et sécrétions digestives<br>• <b>Myosis</b> (constriction pupillaire)<br>• ↑ sécrétion lacrymale/salivaire;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quelles cellules appartiennent à la névroglie ? Laquelle n'en fait PAS partie ?;<b>Névroglie (cellules gliales)</b> :<br>• <b>Astrocyte</b> (SNC — soutien, barrière hémato-encéphalique)<br>• <b>Oligodendrocyte</b> (SNC — myéline)<br>• <b>Cellule de Schwann</b> (SNP — myéline)<br>• <b>Épendymocyte</b> (SNC — revêtement des ventricules)<br>• <b>Microglie</b> (SNC — macrophages, défense)<br><br>❌ Le <b>NEURONE</b> n'appartient <b>PAS</b> à la névroglie — c'est la cellule <b>noble, excitable</b>.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Le neurone est-il excitable ? mitotique ?;<b>EXCITABLE</b> ✅ — capable de générer et conduire un potentiel d'action<br><b>MITOTIQUE</b> ❌ — les neurones matures sont en <b>phase G0 définitive</b>, ils ne se divisent plus.<br><br>⚠️ D'où l'importance des <b>cellules souches neurales</b> et de la <b>plasticité synaptique</b> (le neurone ne se renouvelle pas, mais les connexions se remodelent).;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Qu'est-ce qu'un nerf mixte ?;Un nerf qui contient <b>à la fois des fibres SENSITIVES (afférentes) et des fibres MOTRICES (efférentes)</b>.<br><br>→ Il est donc <b>BIDIRECTIONNEL</b>.<br><br>Exemples : les <b>nerfs spinaux (rachidiens)</b> sont tous mixtes.<br>Le nerf <b>triJUMEAU (V)</b> est mixte → très important en odontologie (branches V2 maxillaire et V3 mandibulaire).;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Avec combien de neurones naît-on ?;<b>≈ 100 MILLIARDS</b> de neurones (10¹¹).<br><br>Le nombre est fixé à la naissance — il n'y a pas de <b>neurogenèse</b> significative chez l'adulte (sauf dans l'hippocampe et la zone sous-ventriculaire).<br>→ Ce qui se développe, c'est le nombre de <b>SYNAPSES</b> (jusqu'à 10 000 par neurone) et la <b>myélinisation</b>.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quel est le potentiel de repos d'une fibre nerveuse ?;<b>−70 mV</b> (intérieur négatif par rapport à l'extérieur).<br><br>Rappel :<br>• Neurone : <b>−70 mV</b><br>• Cardiomyocyte contractile : <b>−90 mV</b><br>• Fibre musculaire squelettique : <b>−90 mV</b><br><br>Ce potentiel est <b>STABLE</b> (pas instable) tant qu'il n'y a pas de stimulus.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quel est le facteur le plus important responsable de l'inégalité des charges membranaires au repos ?;Le <b>CANAL DE FUITE POTASSIQUE (K⁺)</b>.<br><br>Mécanisme : la membrane au repos est <b>beaucoup plus perméable au K⁺ qu'au Na⁺</b> (≈ 50–100×).<br>Le K⁺ sort de la cellule <b>selon son gradient de concentration</b> → laisse des <b>anions</b> (protéines⁻) à l'intérieur → intérieur <b>négatif</b>.<br><br>La <b>pompe Na⁺/K⁺ ATPase</b> (3 Na⁺ out / 2 K⁺ in) <b>entretient</b> les gradients mais ne contribue que pour ~ −5 mV directement.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quelles sont les phases du potentiel d'action, dans l'ordre ? Que se passe-t-il ioniquement dans chacune ?;1. <b>REPOS</b> : −70 mV (canaux de fuite K⁺)<br>2. <b>DÉPOLARISATION</b> : <b>entrée massive de Na⁺</b> (canaux Na⁺ voltage-dépendants) → le potentiel monte à <b>+30 mV</b><br>3. <b>REPOLARISATION</b> : <b>sortie de K⁺</b> (canaux K⁺ voltage-dépendants, lents à s'ouvrir) → retour vers −70 mV<br>4. <b>HYPERPOLARISATION</b> (post-potentiel) : les canaux K⁺ restent ouverts trop longtemps → −80 mV<br>5. Retour au <b>REPOS</b> par la pompe Na⁺/K⁺<br><br>⚠️ La phase <b>DÉPOLARISATION</b> est la <b>PREMIÈRE</b> phase du potentiel d'action (après le repos).;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quelle phase retarde la recréation d'un potentiel d'action ?;L'<b>HYPERPOLARISATION</b> (phase de post-potentiel hyperpolarisant).<br><br>Elle correspond à la <b>période réfractaire relative</b> : la membrane est à −80 mV, donc <b>plus loin du seuil</b> (−55 mV) → il faut un stimulus <b>plus fort</b> pour déclencher un nouveau PA.<br><br>⚠️ Pendant la <b>période réfractaire ABSOLUE</b> (dépolarisation + repolarisation), <b>aucun</b> PA n'est possible, quelle que soit l'intensité.<br>→ C'est ce qui garantit la propagation <b>unidirectionnelle</b> et empêche la <b>tétanisation</b>.;physio-2026 EXAM-2026
<b>Neurophysiologie</b> — Quel est le rôle du calcium présynaptique ?;Le <b>Ca²⁺ présynaptique ACTIVE les vésicules synaptiques</b> → exocytose du neurotransmetteur.<br><br>Séquence :<br>1. Le PA arrive au <b>bouton terminal</b><br>2. Dépolarisation → ouverture des <b>canaux Ca²⁺ voltage-dépendants</b><br>3. <b>Entrée de Ca²⁺</b> (le Ca²⁺ n'est <b>pas stocké</b> dans les vésicules !)<br>4. Ca²⁺ se lie à la <b>synaptotagmine</b> → complexe SNARE<br>5. <b>Fusion</b> des vésicules avec la membrane → exocytose<br>6. Neurotransmetteur dans la fente synaptique;physio-2026 EXAM-2026
<b>Physio — récap</b> : tableau des potentiels de repos à retenir;• <b>Neurone / fibre nerveuse</b> : <b>−70 mV</b><br>• <b>Cardiomyocyte contractile</b> : <b>−90 mV</b><br>• <b>Fibre musculaire squelettique</b> : <b>−90 mV</b><br>• <b>Cellule nodale (nœud sinusal)</b> : <b>−60 mV</b> puis dépolarisation diastolique spontanée<br>• <b>Seuil de déclenchement du PA</b> : <b>−55 mV</b><br>• <b>Pic du PA</b> : <b>+30 mV</b>;physio-2026 EXAM-2026
