#separator:semicolon
#html:true
#tags column:3
Qu'est-ce que la <b>carie rampante du biberon</b> (syndrome du biberon) ?;Carie <b>aiguë, fulgurante</b> du jeune enfant, causée par l'<b>endormissement au biberon</b> (lait sucré, jus, sirop).<br>Atteinte typique : <b>incisives maxillaires</b> (faces vestibulaires et proximales) — les incisives mandibulaires sont <b>épargnées</b> (protégées par la langue et la salive sublinguale).<br>→ Prévention : pas de biberon au lit, eau seule.;pedodontie
Pourquoi les incisives mandibulaires sont-elles épargnées dans la carie du biberon ?;Parce que pendant la tétée, la <b>langue</b> recouvre les incisives inférieures et la <b>glande sublinguale/submandibulaire</b> y déverse sa salive en continu → effet de <b>lavage et de tamponnement</b>.;pedodontie
Qu'est-ce que la <b>carie radiculaire</b> ? Qui est à risque ?;Carie du <b>cément et de la dentine radiculaire</b>, sur une <b>racine exposée</b> (récession gingivale).<br>• pH critique plus élevé : <b>6,0–6,2</b> → progression <b>plus rapide</b><br>• Aspect : lésion <b>jaunâtre, molle, étalée</b>, peu douloureuse<br>• Population : <b>sujets âgés</b>, parodontites, xérostomie<br>• Bactéries : <i>Actinomyces</i>, <i>Lactobacillus</i>;carie
Quelles sont les <b>4 localisations</b> préférentielles de la carie ? (sites à risque);1. <b>Fosses et sillons occlusaux</b> (molaires, prémolaires) — 40–50 % des caries, rétention mécanique de la plaque<br>2. <b>Faces proximales</b> (points de contact) — invisibles sans radiographie<br>3. <b>Collet</b> (cervical) — surtout en cas de récession<br>4. <b>Bord des restaurations</b> (carie secondaire / récidivante);carie
Qu'est-ce que la <b>carie secondaire</b> (récidivante) ?;Nouvelle carie qui se développe <b>au bord d'une restauration existante</b> (obturation, couronne).<br>Causes : <b>margination défectueuse</b>, fente, débord, hygiène insuffisante.<br>→ 1ʳᵉ cause d'<b>échec</b> et de <b>remplacement</b> des obturations.;carie
Quels sont les <b>4 modes de diagnostic</b> de la carie ?;1. <b>Examen visuel</b> (dent sèche + éclairage) — le principal<br>2. <b>Sondage</b> à la sonde — ⚠️ avec prudence sur une lésion initiale (risque de <b>caviter</b> une lésion réversible)<br>3. <b>Radiographie</b> (rétro-alvéolaire / bite-wing) — indispensable pour les faces <b>proximales</b><br>4. <b>Transillumination</b> (fibro-optique) + méthodes modernes (fluorescence, DIAGNOdent, OCT);diagnostic
Quels sont les <b>4 aspects radiologiques</b> de la carie ?;<b>1. Émail</b> : image radio-claire <b>triangulaire</b>, sommet vers la JED<br><b>2. Dentine</b> : image radio-claire <b>triangulaire inversée</b>, base à la JED, sommet vers la pulpe<br><b>3. Face proximale</b> : <b>bite-wing</b> (rétro-coronaire) = examen de choix<br><b>4. Cément/racine</b> : radio-clair, mal limité<br>⚠️ La carie n'est visible en radio que si la perte minérale dépasse <b>30–40 %</b>.;diagnostic
Qu'est-ce que la classification <b>ICDAS</b> ?;<b>International Caries Detection and Assessment System</b> — classification visuelle standardisée :<br><b>0</b> : sain · <b>1</b> : changement de translucidité <b>visible au séchage</b> seulement · <b>2</b> : changement visible <b>dent humide</b> · <b>3</b> : perte de substance <b>sans atteinte dentinaire visible</b> · <b>4</b> : ombre dentinaire sous-jacente · <b>5</b> : <b>dentine visible</b> · <b>6</b> : dentine <b>franchement exposée</b>;diagnostic
Qu'est-ce que la classification de <b>Black</b> ? (5 classes);<b>Classe I</b> : fosses et <b>sillons</b> (occlusal des molaires/prémolaires, faces vestib/palat des antérieures)<br><b>Classe II</b> : faces <b>proximales</b> des <b>prémolaires et molaires</br><b>Classe III</b> : faces <b>proximales</b> des <b>incisives/canines</b>, <b>sans</b> atteinte de l'angle incisal<br><b>Classe IV</b> : proximales des incisives/canines <b>avec</b> atteinte de l'angle incisal<br><b>Classe V</b> : <b>collet</b> (1/3 cervical) de toutes les dents<br>(+ Classe VI de Howard : cuspides/bords incisals);classification
Quels sont les <b>3 grands facteurs de risque</b> carieux modifiables ?;1. <b>Alimentation</b> : fréquence des prises de sucre, grignotage, boissons sucrées/acides<br>2. <b>Hygiène bucco-dentaire</b> : brossage absent/inefficace, plaque non éliminée<br>3. <b>Fluor</b> : exposition insuffisante<br>+ facteurs non modifiables : <b>salive</b> (hyposialie), <b>terrain génétique</b>, maladies générales, médicaments (anticholinergiques).;prevention
Qu'est-ce que l'<b>xérostomie</b> (hyposialie) ? Risque dentaire ?;"<b>Sécheresse buccale</b> par diminution du débit salivaire (&lt; 0,1 mL/min au repos).<br>Causes : médicaments (antidépresseurs, antihistaminiques, anticholinergiques), <b>radiothérapie cervico-faciale</b>, <b>syndrome de Gougerot-Sjögren</b>, diabète, âge.<br>⚠️ Conséquence : perte du pouvoir <b>tampon et de reminéralisation</b> → <b>caries cervicales fulgurantes</b> (carie du « irradié »).";pathologie
Quels sont les <b>4 moyens de prévention</b> de la carie ?;1. <b>Contrôle mécanique du biofilm</b> : brossage 2×/jour (Brossette + technique de Bass), fil/ brossettes interdentaires<br>2. <b>Fluor</b> : dentifrice fluoré (1000–1450 ppm), vernis fluoré professionnel, eau fluorée<br>3. <b>Contrôle alimentaire</b> : réduire la <b>fréquence</b> des sucres, pas de grignotage<br>4. <b>Scellement des sillons</b> (molaires permanentes de l'enfant) + détartrage régulier;prevention
Quel est le <b>mécanisme d'action du fluor</b> ? (3 effets);1. <b>Reminéralisation</b> : le fluor se fixe sur l'hydroxyapatite → <b>fluoroapatite</b>, plus <b>stable</b> et plus résistante aux acides (pH critique abaissé à <b>4,5</b>)<br>2. <b>Action antibactérienne</b> : inhibe l'<b>énolase</b> des bactéries → moins d'acide produit<br>3. <b>Action sur la salive</b> : favorise le dépôt de Ca²⁺ et PO₄³⁻<br>⚠️ Effet principalement <b>topique</b> (post-éruptif), pas systémique.;prevention
Quelles sont les concentrations de fluor recommandées selon l'âge ?;"<b>0 – 3 ans</b> : <b>1000 ppm</b>, quantité = <b>grain de riz</b><br><b>3 – 6 ans</b> : <b>1000 ppm</b>, quantité = <b>petit pois</b><br><b>&gt; 6 ans et adultes</b> : <b>1450 ppm</b>, quantité = longueur de la brosse<br>⚠️ Le <b>dentifrice fluoré</b> est le moyen le plus efficace ayant fait baisser la prévalence de la carie dans le monde.";prevention
Qu'est-ce que la <b>fluorose dentaire</b> ?;<b>Intoxication chronique au fluor</b> pendant la <b>formation de l'émail</b> (avant 6 ans).<br>Aspect : <b>taches blanches opaques</b> → stries → coloration <b>brune</b> → dans les formes sévères, <b>hypoplasie</b> et émail friable.<br>Indice : <b>indice TF</b> (Thylstrup-Fejerskov) ou <b>indice de Dean</b>.<br>⚠️ Cause = <b>ingestion</b> (dentifrice avalé, suppléments cumulés, eau fluorée).;prevention
Qu'est-ce que le <b>scellement des sillons</b> ? Indications.;Application d'une <b>résine fluide</b> (ou ionomère de verre) dans les <b>fosses et sillons</b> des dents permanentes pour <b>oblitérer</b> les zones de rétention de plaque.<br><b>Indications</b> : enfant à risque carieux, molaires permanentes récemment éruptées (dans les <b>2 ans</b> suivant l'éruption), sillons profonds et étroits.<br>⚠️ Ne remplace <b>pas</b> le brossage ni le contrôle alimentaire.;pedodontie
Qu'est-ce que la technique de brossage de <b>Bass</b> modifiée ?;Brosse inclinée à <b>45°</b>, poils dirigés vers le <b>sulcus gingival</b>.<br>• Petits mouvements <b>vibratoires</b> sur place (10 fois) puis mouvement de <b>rouleau</b> vers la face occlusale<br>• Brosser <b>par secteur</b>, toutes les faces : vestibulaire, linguale, occlusale<br>• Durée : <b>2 minutes</b>, <b>2 fois par jour</b><br>• Brosse <b>souple</b> pour éviter l'abrasion cervicale;prevention
Qu'est-ce que l'<b>indice CAO</b> (DMFT) ?;<b>Indice épidémiologique</b> de l'OMS pour la carie sur dents permanentes :<br><b>C</b> = Caries (dent cariée non soignée)<br><b>A</b> = Absentes (dent extraite pour cause de carie)<br><b>O</b> = Obturées (dent soignée)<br>→ Somme moyenne par individu. Sur dents temporaires : <b>cao</b> (minuscules).<br>⚠️ Utilisé en <b>santé publique</b> (PSP1) et dans les <b>enquêtes nationales</b>.;sante-publique
Quels sont les <b>3 niveaux de prévention</b> appliqués à la carie ?;<b>Primaire</b> : empêcher la maladie → hygiène, fluor, éducation alimentaire, scellement<br><b>Secondaire</b> : diagnostiquer et traiter tôt → dépistage, obturation, arrêt de la progression<br><b>Tertiaire</b> : réhabiliter → endodontie, prothèse, réhabilitation occlusale;sante-publique
Qu'est-ce que l'<b>effet de plaque</b> / la <b>transmissibilité</b> de la carie ?;La carie est <b>transmissible</b> : <i>S. mutans</i> se transmet par la <b>salive</b> (baiser, partage de cuillère, biberon goûté par la mère, tétine).<br>→ Fenêtre d'infection : entre <b>19 et 31 mois</b> (éruption des molaires de lait).<br>⚠️ Prévention : traiter les caries de la <b>mère</b> avant/pendant la grossesse et la petite enfance.;pedodontie
Qu'est-ce qu'un <b>test de risque carieux</b> ? Que mesure-t-on ?;Évaluation de la probabilité de développer de nouvelles caries.<br>On mesure :<br>• <b>Compte bactérien</b> salivaire en <i>S. mutans</i> et <i>Lactobacillus</i><br>• <b>Débit et pH salivaires</b>, pouvoir tampon<br>• <b>Historique</b> de caries (le meilleur prédicteur)<br>• <b>Hygiène</b> (indice de plaque)<br>• <b>Alimentation</b> (questionnaire de fréquence)<br>→ Détermine l'intensité de la prévention à mettre en place.;diagnostic
Qu'est-ce que la <b>détection précoce</b> de la carie change au traitement ?;Au stade <b>tache blanche</b> : traitement <b>non invasif</b> = reminéralisation (fluor, hygiène, alimentation) → <b>pas de fraise, pas d'obturation</b>.<br>Après <b>cavitation</b> : la lésion est <b>irréversible</b> → traitement <b>opératoire</b> obligatoire.<br>→ C'est le concept de <b>CAMBRA</b> et de la <b>dentisterie minimalement invasive</b>.;carie
Qu'est-ce que le <b>principe de l'extension pour prévention</b> de Black ? Pourquoi est-il abandonné ?;<b>Black (XIXᵉ s.)</b> : élargir la cavité jusqu'aux <b>zones auto-nettoyantes</b> pour prévenir la récidive.<br>⚠️ <b>Abandonné</b> car il sacrifiait trop de tissu dentaire sain.<br>→ Aujourd'hui : <b>dentisterie minimalement invasive</b> — on retire uniquement le tissu <b>infecté</b> (cimentaire/dentinaire ramolli), on préserve le tissu <b>affecté</b> (reminéralisable), on <b>scelle</b> les sillons à risque.;odontologie-conservatrice
Distingue la dentine <b>affectée</b> de la dentine <b>infectée</b>.;<b>Dentine infectée</b> : envahie par les bactéries, <b>ramollie</b>, structure détruite, <b>non reminéralisable</b> → <b>à éliminer</b>.<br><b>Dentine affectée</b> : déminéralisée mais <b>stérile</b>, structure de collagène <b>intacte</b>, peut se <b>reminéraliser</b> → <b>à préserver</b>.<br>→ Test clinique : la dentine infectée se laisse <b>creuser à l'excavateur</b> sans résistance.;odontologie-conservatrice
Qu'est-ce que la <b>pulpite</b> carieuse ? Évolution si non traitée.;Inflammation de la pulpe secondaire à la pénétration bactérienne.<br><b>Réversible</b> → douleur provoquée brève → <b>obturation</b><br><b>Irréversible</b> → douleur spontanée, pulsatile, nocturne → <b>traitement endodontique</b><br>→ Non traitée : <b>nécrose pulpaire</b> → <b>desmodontite</b> → <b>abcès péri-apical</b> → <b>cellulite</b> → <b>septicémie</b> (rare).;endodontie
